#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         THEMIS
#     SOURCE_NAME                     THB>Themis Probe B
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#     DATA_TYPE                       FGM
#     DESCRIPTOR                      L2>L2 DATA
#     DATA_VERSION                    1
#     PI_NAME                         V. Angelopoulos, U. Auster & K.H. Glassmeier and W. Baumjohann
#     PI_AFFILIATION                  UCB, TUBS and IWF respectively, NASA NAS5-02099
#     TITLE                           Fluxgate Magnetometer Measurements
#     TEXT                            Sensor and electronics design provided by TUBS (Glassmeier, Auster) and IWF                            
#                                      (Baumjohann, Magnes)                                                                                  
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   THEMIS
#                                     ARTEMIS
#     LOGICAL_SOURCE                  thb_l2_fgm
#     LOGICAL_FILE_ID                 thb_l2_fgm_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Spacecraft-collected fluxgate magnetometer, Decimated TeleMetry High, DSL, GSE                         
#                                      and GSM coordinates                                                                                   
#     TIME_RESOLUTION                 1/4-1/128s
#     RULES_OF_USE                    Open Data for Scientific Use
#     GENERATED_BY                    THEMIS SOC
#     GENERATION_DATE                 Tue Apr 18 14:44:55 2017
#     ACKNOWLEDGEMENT                 NASA Contract NAS5-02099
#     MODS                            Rev- 2006-09-18
#     ADID_REF                        NSSD0110
#     LINK_TEXT                       THEMIS FGM
#                                     Higher resolution data and analysis s/w from
#                                     Detailed description of the
#     LINK_TITLE                      Processing History
#                                     THEMIS mission website
#                                     FGM instrument
#     HTTP_LINK                       http://themis.ssl.berkeley.edu/fgm_proc_history.shtml
#                                     http://themis.ssl.berkeley.edu/
#                                     http://themis.ssl.berkeley.edu/instrument_fgm.shtml
#     FILE_NAMING_CONVENTION          source_descriptor_datatype
#     CAVEATS                         See THEMIS website for caveats
#     VALIDITY                        to be validated
#     VALIDATOR                       tbd
#     VALIDATE                        Compatible with the ISTP CDF Standards
#     INST_MOD                        THM>xxxx
#     PARENTS                         xxxx
#     INST_SETTINGS                   Not used
#     SOFTWARE_VERSION                23132
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/THEMIS/B/FGM/PT0.0078125S
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. thb_fgs_epoch
#  2. thb_fgs, UTC, in seconds since 01-Jan-1970 00:00:00
#       NOTES:  Unleaped seconds
#  3. ---- FGS (spin-resolution/~3 sec) magnetic  field B in XYZ GSE Coordinates
#       NOTES:  Units are in nanotesla
#
UT                                 UT      BX_FGS-D      BY_FGS-D      BZ_FGS-D
                                             (@_1_)        (@_2_)        (@_3_)
dd-mm-yyyy hh:mm:ss.ms            sec        nT_GSE        nT_GSE        nT_GSE
03-12-2007 00:00:01.817   1.19655E+09     -0.989099      -1.68723       1.56910
03-12-2007 00:00:04.822   1.19655E+09      -2.16880      -2.30289       2.93595
03-12-2007 00:00:07.826   1.19655E+09      -2.67479      -1.76010       1.43211
03-12-2007 00:00:10.831   1.19655E+09      -2.32815      -2.15913       2.34684
03-12-2007 00:00:13.836   1.19655E+09      -3.08766      -2.01522       2.63468
03-12-2007 00:00:16.841   1.19655E+09      -2.75063      -1.97326       1.20033
03-12-2007 00:00:19.845   1.19655E+09      -2.49611      -1.15409       1.09846
03-12-2007 00:00:22.850   1.19655E+09      -3.34658      -2.22765       2.89500
03-12-2007 00:00:25.855   1.19655E+09      -1.85879      -1.60000       2.65406
03-12-2007 00:00:28.860   1.19655E+09      -2.87434      -1.67869       2.14307
03-12-2007 00:00:31.864   1.19655E+09      -1.63955     -0.910310       2.98151
03-12-2007 00:00:34.869   1.19655E+09      -1.66621      -1.26503       3.97128
03-12-2007 00:00:37.874   1.19655E+09      -1.98446      -1.25929       2.32539
03-12-2007 00:00:40.879   1.19655E+09      -2.95850      -1.84695       2.86961
03-12-2007 00:00:43.883   1.19655E+09      -1.75225      -2.70346       2.08773
03-12-2007 00:00:46.888   1.19655E+09      -1.77760      -1.72348       1.18425
03-12-2007 00:00:49.893   1.19655E+09      -2.26512      -1.80536       2.04201
03-12-2007 00:00:52.898   1.19655E+09      -2.43424      -1.63431       1.70277
03-12-2007 00:00:55.903   1.19655E+09      -2.45171      -1.67372       2.64900
03-12-2007 00:00:58.907   1.19655E+09      -1.96220      -1.32740       1.99605
03-12-2007 00:01:01.912   1.19655E+09      -2.37969     -0.790425       2.89801
03-12-2007 00:01:04.917   1.19655E+09      -2.44761     -0.498471       2.69327
03-12-2007 00:01:07.922   1.19655E+09      -2.82520      -1.59885       2.85242
03-12-2007 00:01:10.926   1.19655E+09      -2.83103      -1.08017       2.10719
03-12-2007 00:01:13.931   1.19655E+09      -1.81442      -2.36697       3.67201
03-12-2007 00:01:16.936   1.19655E+09      -2.70511     -0.764679       3.35849
03-12-2007 00:01:19.941   1.19655E+09      -2.26527      -1.85774       1.50693
03-12-2007 00:01:22.945   1.19655E+09      -2.07556     -0.235199       2.35944
03-12-2007 00:01:25.950   1.19655E+09      -3.18678      -1.04117       1.25414
03-12-2007 00:01:28.955   1.19655E+09      -1.63384     -0.915755       2.89759
03-12-2007 00:01:31.960   1.19655E+09      -2.43712      -1.54384       1.02785
03-12-2007 00:01:34.964   1.19655E+09      -2.36826     -0.683032      0.846310
03-12-2007 00:01:37.969   1.19655E+09      -1.72143      -1.54971       2.24189
03-12-2007 00:01:40.974   1.19655E+09      -3.58116     0.0552242       3.15091
03-12-2007 00:01:43.979   1.19655E+09      -2.97556      -2.06714      0.767800
03-12-2007 00:01:46.983   1.19655E+09      -2.24265      -2.77803      0.775700
03-12-2007 00:01:49.988   1.19655E+09      -3.18141      -1.27758      0.912555
03-12-2007 00:01:52.993   1.19655E+09      -2.38295      -2.61382       1.86970
03-12-2007 00:01:55.998   1.19655E+09      -2.30037     -0.474287       2.97095
03-12-2007 00:01:59.002   1.19655E+09      -3.04727      -2.12261       3.10497
03-12-2007 00:02:02.007   1.19655E+09      -2.82613      -1.17719       3.80712
03-12-2007 00:02:05.012   1.19655E+09      -3.28694      -1.31821       2.02052
03-12-2007 00:02:08.017   1.19655E+09      -3.49887      -2.60439       2.01503
03-12-2007 00:02:11.021   1.19655E+09      -3.36760      -2.16136       2.18825
03-12-2007 00:02:14.026   1.19655E+09      -2.51566      -1.26118       3.09032
03-12-2007 00:02:17.031   1.19655E+09      -2.24786     -0.531840       3.95190
03-12-2007 00:02:20.036   1.19655E+09      -3.32803      -1.26820       2.54618
03-12-2007 00:02:23.040   1.19655E+09      -3.07333      -1.70935      0.929288
03-12-2007 00:02:26.045   1.19655E+09      -3.15512      -1.51081       1.36465
03-12-2007 00:02:29.050   1.19655E+09      -2.73380      -2.79029       3.25088
03-12-2007 00:02:32.055   1.19655E+09      -2.76772      -1.46320       2.40897
03-12-2007 00:02:35.060   1.19655E+09      -2.22056      -2.07474       1.23280
03-12-2007 00:02:38.064   1.19655E+09      -2.05446      -1.69762       1.90711
03-12-2007 00:02:41.069   1.19655E+09      -1.96714      -1.32252       1.35702
03-12-2007 00:02:44.074   1.19655E+09      -2.23513      -1.06167       2.10757
03-12-2007 00:02:47.079   1.19655E+09      -1.77555      -1.55881       1.69187
03-12-2007 00:02:50.083   1.19655E+09      -2.27126     -0.760459       2.28539
03-12-2007 00:02:53.088   1.19655E+09      -2.99300      -1.42794      0.862313
03-12-2007 00:02:56.093   1.19655E+09      -1.51498     -0.615045       2.47639
03-12-2007 00:02:59.098   1.19655E+09      -2.28598     -0.795597       2.54405
03-12-2007 00:03:02.102   1.19655E+09      -2.02018     -0.757608       3.15062
03-12-2007 00:03:05.107   1.19655E+09      -2.52941      -1.41108       2.55726
03-12-2007 00:03:08.112   1.19655E+09      -2.67242      -1.89210       2.34167
03-12-2007 00:03:11.117   1.19655E+09      -3.35175     -0.917005       3.02978
03-12-2007 00:03:14.121   1.19655E+09      -2.08500      -1.98532       1.80348
03-12-2007 00:03:17.126   1.19655E+09      -1.77382      -1.30661       1.94655
03-12-2007 00:03:20.131   1.19655E+09      -2.23028      -1.70396       2.42388
03-12-2007 00:03:23.136   1.19655E+09      -3.28024     -0.342547       3.10405
03-12-2007 00:03:26.140   1.19655E+09      -2.52708      -1.35894       2.38132
03-12-2007 00:03:29.145   1.19655E+09      -2.47612      -1.76762       1.65100
03-12-2007 00:03:32.150   1.19655E+09      -1.73918      -2.12849       1.82781
03-12-2007 00:03:35.155   1.19655E+09      -2.31111      -1.49135       3.65256
03-12-2007 00:03:38.159   1.19655E+09      -1.73901     -0.583327       3.72569
03-12-2007 00:03:41.164   1.19655E+09      -1.23442    -0.0533880       2.72150
03-12-2007 00:03:44.169   1.19655E+09      -2.39881     -0.948746       2.70379
03-12-2007 00:03:47.174   1.19655E+09      -2.68745      -1.08888       2.94386
03-12-2007 00:03:50.178   1.19655E+09      -2.05190     -0.153241       3.61217
03-12-2007 00:03:53.183   1.19655E+09      -2.93773      -1.61178       3.40271
03-12-2007 00:03:56.188   1.19655E+09      -2.65816      -1.50068       3.69730
03-12-2007 00:03:59.193   1.19655E+09      -1.39333      -1.70220       1.67805
03-12-2007 00:04:02.198   1.19655E+09      -1.71413      -2.31758       1.73172
03-12-2007 00:04:05.202   1.19655E+09      -2.41124     -0.181142       2.55155
03-12-2007 00:04:08.207   1.19655E+09      -3.41570     -0.523096       3.18445
03-12-2007 00:04:11.212   1.19655E+09      -2.89094      -1.70521       2.94291
03-12-2007 00:04:14.217   1.19655E+09      -2.85982      -1.49528       2.20160
03-12-2007 00:04:17.221   1.19655E+09      -2.23868      -1.99028       2.07782
03-12-2007 00:04:20.226   1.19655E+09      -2.06329      -1.71394      0.837408
03-12-2007 00:04:23.231   1.19655E+09     -0.703438      -2.09051       1.48769
03-12-2007 00:04:26.236   1.19655E+09     -0.321076      -1.73776       1.09288
03-12-2007 00:04:29.240   1.19655E+09      -1.24290      -1.83846       1.19421
03-12-2007 00:04:32.245   1.19655E+09     -0.732528      -1.85336      0.408628
03-12-2007 00:04:35.250   1.19655E+09     -0.594020      -2.02868      0.810411
03-12-2007 00:04:38.255   1.19655E+09      -2.31646      -1.57991       1.47189
03-12-2007 00:04:41.259   1.19655E+09      -2.37994      -1.74807       1.83577
03-12-2007 00:04:44.264   1.19655E+09      -2.17629      -1.52947       2.63806
03-12-2007 00:04:47.269   1.19655E+09      -2.72904      -1.35701       3.15146
03-12-2007 00:04:50.274   1.19655E+09      -3.20384      -1.69089       2.30773
03-12-2007 00:04:53.278   1.19655E+09      -4.48618      -2.44436       2.10855
03-12-2007 00:04:56.283   1.19655E+09      -3.70094      -1.94194       2.47817
03-12-2007 00:04:59.288   1.19655E+09      -2.68801     -0.823069       2.30514
03-12-2007 00:05:02.293   1.19655E+09      -2.39232     -0.748402       3.60393
03-12-2007 00:05:05.297   1.19655E+09      -1.32608      -1.87943       2.98781
03-12-2007 00:05:08.302   1.19655E+09      -1.40545      -1.07801      0.918782
03-12-2007 00:05:11.307   1.19655E+09      -1.32910      -1.58892      0.152796
03-12-2007 00:05:14.312   1.19655E+09      -1.53336      -1.49905     -0.173410
03-12-2007 00:05:17.316   1.19655E+09      -2.33024      -1.24607      0.607727
03-12-2007 00:05:20.321   1.19655E+09      -2.74342      -1.50461       2.20843
03-12-2007 00:05:23.326   1.19655E+09      -2.99885      -1.51765       1.68222
03-12-2007 00:05:26.331   1.19655E+09      -2.64411      -1.90657       2.90841
03-12-2007 00:05:29.336   1.19655E+09      -2.93484      -1.84023       3.69882
03-12-2007 00:05:32.340   1.19655E+09      -4.07091      -2.68887       3.78161
03-12-2007 00:05:35.345   1.19655E+09      -3.18765      -2.19421       4.02632
03-12-2007 00:05:38.350   1.19655E+09      -4.47807      -1.56819       4.02497
03-12-2007 00:05:41.355   1.19655E+09     -0.940764      -2.21835       2.37391
03-12-2007 00:05:44.359   1.19655E+09     -0.672408      -2.64925       1.52604
03-12-2007 00:05:47.364   1.19655E+09      -1.15592      -1.89168       1.72681
03-12-2007 00:05:50.369   1.19655E+09     -0.772634      -1.62509      0.765314
03-12-2007 00:05:53.374   1.19655E+09     -0.851671      -2.41458       1.58838
03-12-2007 00:05:56.378   1.19655E+09      -1.81466      -3.30036       4.26932
03-12-2007 00:05:59.383   1.19655E+09      -3.08625      -2.61442       4.04185
03-12-2007 00:06:02.388   1.19655E+09      -4.42234      -1.95277       3.64054
03-12-2007 00:06:05.393   1.19655E+09      -3.82444      -1.77564       2.46238
03-12-2007 00:06:08.397   1.19655E+09      -2.98780      -2.41747       3.12985
03-12-2007 00:06:11.402   1.19655E+09      -2.27473      -2.52136       3.28498
03-12-2007 00:06:14.407   1.19655E+09      -1.90652      -2.61701       1.91586
03-12-2007 00:06:17.412   1.19655E+09      -1.11479      -1.95396       1.56431
03-12-2007 00:06:20.416   1.19655E+09      -1.96339      -2.81018       1.70439
03-12-2007 00:06:23.421   1.19655E+09      -2.29468      -2.19532       1.61489
03-12-2007 00:06:26.426   1.19655E+09      -2.11667      -2.01449       2.89371
03-12-2007 00:06:29.431   1.19655E+09      -2.22583      -1.42346       2.81916
03-12-2007 00:06:32.435   1.19655E+09      -2.94047      -1.23275       2.91737
03-12-2007 00:06:35.440   1.19655E+09      -1.15010      -1.57890       4.03351
03-12-2007 00:06:38.445   1.19655E+09      -2.00857      -2.51742       3.43828
03-12-2007 00:06:41.450   1.19655E+09      -1.21874      -2.13346       1.67895
03-12-2007 00:06:44.454   1.19655E+09      -1.62569      -1.82963       1.87711
03-12-2007 00:06:47.459   1.19655E+09      -2.01833      -2.12138       3.17995
03-12-2007 00:06:50.464   1.19655E+09      -2.09263      -2.05179       3.33125
03-12-2007 00:06:53.469   1.19655E+09      -3.03063      -1.25142       3.61179
03-12-2007 00:06:56.474   1.19655E+09      -2.64412     -0.559963       3.85737
03-12-2007 00:06:59.478   1.19655E+09      -1.61753      -1.89089       3.23458
03-12-2007 00:07:02.483   1.19655E+09      0.131896      -1.71214       1.81119
03-12-2007 00:07:05.488   1.19655E+09   -0.00636614      -2.09368       1.17208
03-12-2007 00:07:08.493   1.19655E+09     -0.829530      -1.76082       1.83534
03-12-2007 00:07:11.497   1.19655E+09     -0.347497      -1.10959       1.69548
03-12-2007 00:07:14.502   1.19655E+09      -1.71162      -1.85346       2.78888
03-12-2007 00:07:17.507   1.19655E+09      -2.80072      -2.19126       4.46222
03-12-2007 00:07:20.512   1.19655E+09      -3.63609      -1.26435       3.56300
03-12-2007 00:07:23.516   1.19655E+09      -4.01172      -2.01369       3.36085
03-12-2007 00:07:26.521   1.19655E+09      -2.80858      -2.43532       3.15844
03-12-2007 00:07:29.526   1.19655E+09      -1.91757      -2.13189       1.92259
03-12-2007 00:07:32.531   1.19655E+09      -1.22002      -2.49606       1.78874
03-12-2007 00:07:35.535   1.19655E+09      -2.34553      -2.04540      0.416401
03-12-2007 00:07:38.540   1.19655E+09      -2.23727      -2.16976       1.74075
03-12-2007 00:07:41.545   1.19655E+09     -0.673057      -2.30041       3.41849
03-12-2007 00:07:44.550   1.19655E+09      -1.42816      -1.24401       3.05141
03-12-2007 00:07:47.554   1.19655E+09      -2.97103      -1.05014       3.25566
03-12-2007 00:07:50.559   1.19655E+09      -3.23083     -0.815369       3.33453
03-12-2007 00:07:53.564   1.19655E+09      -2.56960      -1.81441       3.44598
03-12-2007 00:07:56.569   1.19655E+09      -1.22094      -2.12554       2.62993
03-12-2007 00:07:59.573   1.19655E+09     -0.161208      -1.68183       2.53435
03-12-2007 00:08:02.578   1.19655E+09     -0.271458      -2.07359       1.90711
03-12-2007 00:08:05.583   1.19655E+09     -0.705997      -2.33853       1.24453
03-12-2007 00:08:08.588   1.19655E+09      -1.74380      -2.12291      0.778988
03-12-2007 00:08:11.592   1.19655E+09      -1.90453      -1.69104       1.40382
03-12-2007 00:08:14.597   1.19655E+09      -3.42456      -2.32230       1.49043
03-12-2007 00:08:17.602   1.19655E+09      -2.40875      -2.16864       1.90682
03-12-2007 00:08:20.607   1.19655E+09      -1.95130      -1.48055       2.25734
03-12-2007 00:08:23.612   1.19655E+09      -2.09755      -2.51035       1.34563
03-12-2007 00:08:26.616   1.19655E+09      -2.90070      -2.24209       2.04069
03-12-2007 00:08:29.621   1.19655E+09      -2.02105      -1.48430       2.44250
03-12-2007 00:08:32.626   1.19655E+09      -1.26348      -1.49100       3.44946
03-12-2007 00:08:35.631   1.19655E+09      -3.23539      -1.58409       4.39160
03-12-2007 00:08:38.635   1.19655E+09      -1.97967     -0.464194       3.97592
03-12-2007 00:08:41.640   1.19655E+09      -1.81766      -1.32049       4.04756
03-12-2007 00:08:44.645   1.19655E+09      -3.64615      -1.70120       2.87608
03-12-2007 00:08:47.650   1.19655E+09      -2.77820      -1.77382       3.50028
03-12-2007 00:08:50.654   1.19655E+09      -1.96186      -2.41901       2.13293
03-12-2007 00:08:53.659   1.19655E+09      -1.46068      -2.38963       2.08890
03-12-2007 00:08:56.664   1.19655E+09      -2.04935      -1.77969       2.21928
03-12-2007 00:08:59.669   1.19655E+09      -2.42912      -2.18439       1.27147
03-12-2007 00:09:02.673   1.19655E+09      -1.87418      -2.80452       2.19268
03-12-2007 00:09:05.678   1.19655E+09      -1.07575      -1.78886       1.93725
03-12-2007 00:09:08.683   1.19655E+09      -2.30314      -1.73862       2.66164
03-12-2007 00:09:11.688   1.19655E+09      -2.60405      -2.13579       2.44342
03-12-2007 00:09:14.692   1.19655E+09      -3.17649      -1.81541       3.02210
03-12-2007 00:09:17.697   1.19655E+09      -2.72961      -2.16650       3.44270
03-12-2007 00:09:20.702   1.19655E+09      -2.35335      -1.43351       3.16505
03-12-2007 00:09:23.707   1.19655E+09      -2.66523      -2.30227       2.31291
03-12-2007 00:09:26.711   1.19655E+09      -1.99046      -2.00839       3.24733
03-12-2007 00:09:29.716   1.19655E+09      -1.59129      -1.36739       3.27014
03-12-2007 00:09:32.721   1.19655E+09      -2.02684      -2.19182       2.81650
03-12-2007 00:09:35.726   1.19655E+09      -2.68167      -2.33458       3.08942
03-12-2007 00:09:38.730   1.19655E+09      -2.78051      -2.13582       4.01975
03-12-2007 00:09:41.735   1.19655E+09      -3.37671      -1.85798       4.65375
03-12-2007 00:09:44.740   1.19655E+09      -2.70207     -0.920073       3.34341
03-12-2007 00:09:47.745   1.19655E+09      -3.72155     -0.811545       2.97581
03-12-2007 00:09:50.750   1.19655E+09      -2.00796      -1.27858       4.24526
03-12-2007 00:09:53.754   1.19655E+09     -0.444671      -1.18685       2.55493
03-12-2007 00:09:56.759   1.19655E+09      -1.14515      -2.27220       1.33228
03-12-2007 00:09:59.764   1.19655E+09      -2.21931      -2.11504       1.90098
03-12-2007 00:10:02.769   1.19655E+09      -1.87212      -1.87760       1.78896
03-12-2007 00:10:05.773   1.19655E+09      -1.94998      -2.27227       2.01585
03-12-2007 00:10:08.778   1.19655E+09      -1.64505      -1.37941       3.02174
03-12-2007 00:10:11.783   1.19655E+09      -1.11352      -1.27506       3.62852
03-12-2007 00:10:14.788   1.19655E+09      -1.94032      -1.19790       3.74849
03-12-2007 00:10:17.792   1.19655E+09      -3.61163      -1.84148       3.78498
03-12-2007 00:10:20.797   1.19655E+09      -3.90127      -1.58042       3.95833
03-12-2007 00:10:23.802   1.19655E+09      -2.63949      -1.87970       4.30228
03-12-2007 00:10:26.807   1.19655E+09      -2.10292      -1.36267       3.06911
03-12-2007 00:10:29.811   1.19655E+09      -1.49566      -2.71986       2.49740
03-12-2007 00:10:32.816   1.19655E+09      -1.14117      -1.31715       2.51518
03-12-2007 00:10:35.821   1.19655E+09      -2.03766      -1.88676       1.95610
03-12-2007 00:10:38.826   1.19655E+09      -1.66951      -1.52378       1.70528
03-12-2007 00:10:41.830   1.19655E+09      -1.90316      -1.67845       1.05259
03-12-2007 00:10:44.835   1.19655E+09      -1.41822      -1.87923       1.77590
03-12-2007 00:10:47.840   1.19655E+09      -2.53918      -1.33584       2.59576
03-12-2007 00:10:50.845   1.19655E+09      -2.71246      -1.48945       2.50589
03-12-2007 00:10:53.849   1.19655E+09      -1.64926      -2.02893       2.61655
03-12-2007 00:10:56.854   1.19655E+09      -2.54814      -1.89853       2.41999
03-12-2007 00:10:59.859   1.19655E+09      -2.23635     -0.836363       2.84811
03-12-2007 00:11:02.864   1.19655E+09      -2.64410     -0.865252       3.59779
03-12-2007 00:11:05.868   1.19655E+09      -1.81551      -1.48034       3.69571
03-12-2007 00:11:08.873   1.19655E+09      -1.22564      -1.96276       2.55978
03-12-2007 00:11:11.878   1.19655E+09     -0.885783      -1.45118       2.00108
03-12-2007 00:11:14.883   1.19655E+09      -2.15829      -2.60430       2.77166
03-12-2007 00:11:17.888   1.19655E+09      -2.79517      -2.18251       3.91849
03-12-2007 00:11:20.892   1.19655E+09      -3.15403      -1.70159       4.08980
03-12-2007 00:11:23.897   1.19655E+09      -3.75404      -2.07930       3.77718
03-12-2007 00:11:26.902   1.19655E+09      -2.76415      -1.25684       3.93507
03-12-2007 00:11:29.907   1.19655E+09      -1.81326      -1.56255       2.42953
03-12-2007 00:11:32.911   1.19655E+09     -0.859318      -1.29174       1.06207
03-12-2007 00:11:35.916   1.19655E+09     -0.824050      -1.76143       1.66642
03-12-2007 00:11:38.921   1.19655E+09      -1.08106      -2.09547       1.94323
03-12-2007 00:11:41.926   1.19655E+09     -0.754109      -1.64567       1.12858
03-12-2007 00:11:44.930   1.19655E+09      -1.97705      -1.76203       1.48986
03-12-2007 00:11:47.935   1.19655E+09      -2.22924      -2.12379       2.20398
03-12-2007 00:11:50.940   1.19655E+09      -2.85409      -2.88287       2.36652
03-12-2007 00:11:53.945   1.19655E+09      -2.87358      -3.63861       2.12127
03-12-2007 00:11:56.949   1.19655E+09      -4.01148      -2.97480       1.76887
03-12-2007 00:11:59.954   1.19655E+09      -3.33023      -2.23909       1.93172
03-12-2007 00:12:02.959   1.19655E+09      -2.81089      -1.59515       1.73053
03-12-2007 00:12:05.964   1.19655E+09      -3.42639      -2.29255       2.84811
03-12-2007 00:12:08.968   1.19655E+09      -2.70060      -1.86805       2.23155
03-12-2007 00:12:11.973   1.19655E+09      -2.61940      -1.99201       2.31623
03-12-2007 00:12:14.978   1.19655E+09      -2.24046      -2.83766       1.78386
03-12-2007 00:12:17.983   1.19655E+09      -2.28302      -1.13433       1.54180
03-12-2007 00:12:20.987   1.19655E+09      -1.66988      -2.35042       2.96281
03-12-2007 00:12:23.992   1.19655E+09      -2.41589      -2.36112       2.48777
03-12-2007 00:12:26.997   1.19655E+09      -2.73685      -2.41832       2.52554
03-12-2007 00:12:30.002   1.19655E+09      -2.29552      -1.99907       1.61228
03-12-2007 00:12:33.006   1.19655E+09      -2.06359      -1.70360       3.16164
03-12-2007 00:12:36.011   1.19655E+09      -1.71435      -2.70699       2.77295
03-12-2007 00:12:39.016   1.19655E+09      -2.87580      -2.19201       3.47845
03-12-2007 00:12:42.021   1.19655E+09      -3.30416      -1.92424       3.46583
03-12-2007 00:12:45.026   1.19655E+09      -3.64160      -2.00148       3.91694
03-12-2007 00:12:48.030   1.19655E+09      -2.78087      -2.64347       3.72754
03-12-2007 00:12:51.035   1.19655E+09      -3.01215      -2.25227       3.85578
03-12-2007 00:12:54.040   1.19655E+09      -1.99568      -3.31813       3.24557
03-12-2007 00:12:57.045   1.19655E+09      -1.99528      -2.49917       1.74810
03-12-2007 00:13:00.049   1.19655E+09      -1.30098      -1.78344       2.44313
03-12-2007 00:13:03.054   1.19655E+09      -1.64214      -1.10187       3.91155
03-12-2007 00:13:06.059   1.19655E+09      -2.10793      -2.04265       4.49969
03-12-2007 00:13:09.064   1.19655E+09      -2.14162      -1.89250       4.46904
03-12-2007 00:13:12.068   1.19655E+09      -2.41550      -1.86264       3.98621
03-12-2007 00:13:15.073   1.19655E+09      -2.63722      -2.63979       3.16474
03-12-2007 00:13:18.078   1.19655E+09      -2.44840      -2.49476       2.71267
03-12-2007 00:13:21.083   1.19655E+09      -2.38213      -1.61540       3.42043
03-12-2007 00:13:24.087   1.19655E+09      -2.79482      -2.42029       4.15576
03-12-2007 00:13:27.092   1.19655E+09      -2.64669      -1.73779       3.81339
03-12-2007 00:13:30.097   1.19655E+09      -2.42838      -1.60591       3.73501
03-12-2007 00:13:33.102   1.19655E+09      -1.15915      -1.57405       3.46702
03-12-2007 00:13:36.106   1.19655E+09      -1.29362      -2.47585       3.18787
03-12-2007 00:13:39.111   1.19655E+09      -1.73051      -1.74703       2.78748
03-12-2007 00:13:42.116   1.19655E+09      -2.05436      -1.53853       3.10245
03-12-2007 00:13:45.121   1.19655E+09      -1.96935      -1.75547       3.23575
03-12-2007 00:13:48.125   1.19655E+09      -2.35800      -2.00271       3.61652
03-12-2007 00:13:51.130   1.19655E+09      -1.83644      -1.50517       3.64003
03-12-2007 00:13:54.135   1.19655E+09      -2.14858      -1.45399       4.20476
03-12-2007 00:13:57.140   1.19655E+09      -1.95208      -1.76198       4.27196
03-12-2007 00:14:00.144   1.19655E+09      -2.19091      -2.11222       3.16425
03-12-2007 00:14:03.149   1.19655E+09      -2.36221      -1.98350       4.28892
03-12-2007 00:14:06.154   1.19655E+09      -1.77121      -1.56198       3.99358
03-12-2007 00:14:09.159   1.19655E+09      -2.81582      -2.01915       4.04196
03-12-2007 00:14:12.164   1.19655E+09      -2.05969      -1.68772       4.91852
03-12-2007 00:14:15.168   1.19655E+09      -2.74563      -2.65342       4.36557
03-12-2007 00:14:18.173   1.19655E+09      -1.96875      -2.24831       3.01377
03-12-2007 00:14:21.178   1.19655E+09      -1.95423      -2.34609       3.12269
03-12-2007 00:14:24.183   1.19655E+09      -1.49196      -1.94458       3.01801
03-12-2007 00:14:27.187   1.19655E+09      -3.06934      -1.92256       2.95846
03-12-2007 00:14:30.192   1.19655E+09      -2.52019      -1.46755       4.04660
03-12-2007 00:14:33.197   1.19655E+09      -1.98457      -1.46797       3.82397
03-12-2007 00:14:36.202   1.19655E+09      -2.19443      -1.99837       3.41401
03-12-2007 00:14:39.206   1.19655E+09      -1.81495      -1.17463       3.02740
03-12-2007 00:14:42.211   1.19655E+09      -2.02860      -1.92650       3.51544
03-12-2007 00:14:45.216   1.19655E+09      -1.75974      -2.13149       2.17883
03-12-2007 00:14:48.221   1.19655E+09      -1.51071     -0.818943       3.09443
03-12-2007 00:14:51.225   1.19655E+09      -2.25078     -0.719016       3.13416
03-12-2007 00:14:54.230   1.19655E+09      -2.34729      -1.75655       3.49799
03-12-2007 00:14:57.235   1.19655E+09      -1.04606      -1.18018       2.67194
03-12-2007 00:15:00.240   1.19655E+09      -2.70988      -1.77593       3.79802
03-12-2007 00:15:03.244   1.19655E+09      -2.81223      -1.11320       4.18326
03-12-2007 00:15:06.249   1.19655E+09      -2.97574      -1.25134       4.44018
03-12-2007 00:15:09.254   1.19655E+09      -1.89513      -1.09455       4.00903
03-12-2007 00:15:12.259   1.19655E+09      -1.42744      -1.61886       3.33147
03-12-2007 00:15:15.263   1.19655E+09      -1.18345      -2.07662       3.22365
03-12-2007 00:15:18.268   1.19655E+09      -1.94380      -1.25137       4.11749
03-12-2007 00:15:21.273   1.19655E+09     -0.256502     -0.944548       3.70429
03-12-2007 00:15:24.278   1.19655E+09      -1.14085      -2.01598       2.97201
03-12-2007 00:15:27.282   1.19655E+09      -1.78181      -1.72134       1.99156
03-12-2007 00:15:30.287   1.19655E+09      -1.12187      -1.42726       3.54131
03-12-2007 00:15:33.292   1.19655E+09      -1.57067      -1.12260       3.94654
03-12-2007 00:15:36.297   1.19655E+09      -2.50058      -1.74811       4.66218
03-12-2007 00:15:39.302   1.19655E+09      -2.36772      -1.64058       4.45935
03-12-2007 00:15:42.306   1.19655E+09      -1.96914      -1.87883       4.37320
